40,0,-1,0,-1,-0.0476866,0.822398,125.98,0.174357,-0.0476866,0.822398,125.98,0.174357,6206.13,0.0334321
40,0,-1,0,0,-0.185363,0.703398,126.145,0.175566,0.0810583,0.709105,126.078,0.1603,126.08,0.154502
40,0,-1,0,1,-0.14175,0.565133,126.114,0.164969,0.123603,0.653969,1.62879,0.91003,126.053,0.18025
40,0,-1,0,2,0.116277,0.750727,126.14,0.156009,-0.0910746,0.817684,1.52118,0.745062,126.059,0.181111
40,0,-1,0,3,0.0988058,0.633203,126.174,0.15574,-0.0120352,0.644415,1.90565,0.739904,126.024,0.156171
40,0,-1,0,4,-0.216049,0.82019,126.252,0.196398,0.175488,0.606391,1.70948,0.723257,126.051,0.157268
40,0,-1,0,5,-0.129306,0.581078,126.161,0.169698,0.0511414,0.815318,1.68478,0.651705,126.073,0.17622
40,0,-1,0,35,0.0488384,0.774928,126.184,0.197757,0.0572879,0.574561,1.79013,0.502353,126,0.149885
40,0,-1,0,36,0.142837,0.860327,126.2,0.141175,0.00564915,0.69283,1.54685,0.74242,126.097,0.175492
40,0,-1,0,37,0.1074,0.763965,126.094,0.114038,-0.188027,0.472415,1.68594,0.803009,126.105,0.143003
40,0,-1,0,38,-0.0239174,0.707407,126.17,0.155187,-0.188737,0.707276,1.61129,0.691741,126.057,0.155115
40,0,-1,0,39,-0.18393,0.723512,126.142,0.194245,0.0414654,0.597591,1.69045,0.555649,125.941,0.210374
40,0,-1,1,-1,-0.212542,0.613314,126.185,0.206948,0.204656,0.592063,126.06,0.191215,126.07,0.182471
40,0,-1,1,0,-0.0863884,0.765686,1.72954,0.735545,-0.0308802,0.671379,126.01,0.18743,126.016,0.148802
40,0,-1,1,1,-0.46145,0.616878,126.098,0.195952,0.00662905,0.766119,1.62338,0.715379,129.674,1.60587
40,0,-1,1,2,-0.0519514,0.588241,1.61269,0.515215,-0.0863751,0.729767,1.42776,0.811866,130.552,1.27597
40,0,-1,1,3,0.0835817,0.681884,1.96595,0.859861,0.124591,0.664067,1.65616,0.973111,129.837,1.0129
40,0,-1,1,4,-0.0801289,0.468234,1.2116,0.613748,0.0341123,0.770275,1.61346,0.733896,130.254,1.45215
40,0,-1,1,5,0.0506168,0.885475,1.6043,0.790061,0.0799788,0.782575,1.63355,0.711609,130.161,1.02848
40,0,-1,1,35,-0.0174646,0.713292,1.5781,0.743041,-0.192224,0.629366,1.48412,0.666204,129.627,0.956316
40,0,-1,1,36,-0.149472,0.526461,1.6242,0.723139,-0.174759,0.610256,1.56187,0.548715,129.839,1.54994
40,0,-1,1,37,0.133452,0.851545,1.57178,0.706119,-0.157528,0.645854,1.74279,0.551403,130.185,1.79955
40,0,-1,1,38,0.243242,0.831352,1.70004,0.758373,-0.173954,0.743908,1.39085,0.712029,130.565,1.27025
40,0,-1,1,39,-0.0325146,0.762775,1.32621,0.773427,0.104415,0.550293,1.71085,0.675412,130.138,1.2828
40,0,-1,2,-1,-0.051477,0.839792,1.75437,0.908383,-0.092061,0.679972,126.03,0.205253,126.011,0.178425
40,0,-1,2,0,0.33801,0.817133,1.97741,0.864947,0.165046,0.668349,126.063,0.130966,126.107,0.219809
40,0,-1,2,1,0.052572,0.876134,1.46357,0.639653,0.0388207,0.675149,1.59495,0.734965,1.53759,0.820661
