make all && bin/test_stats --gtest_filter=Stats.Opt
mkdir -p `dirname tmp/test_stats.cpp.d`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -MM -MT 'tmp/test_stats.cpp.o' src/test_stats.cpp > tmp/test_stats.cpp.d
mkdir -p `dirname tmp/test_stats.cpp.o`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -c -o tmp/test_stats.cpp.o src/test_stats.cpp
mkdir -p `dirname bin/test_stats`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -o bin/test_stats tmp/test_stats.cpp.o tmp/messenger.cpp.o tmp/rng.cpp.o tmp/deck.cpp.o tmp/hello.cpp.o tmp/search.cpp.o tmp/card.cpp.o  lib/libgooglemock-1.8.1.so lib/libgoogletest-1.8.1.so
Note: Google Test filter = Stats.Opt
[==========] Running 1 test from 1 test case.
[----------] Global test environment set-up.
[----------] 1 test from Stats
[ RUN      ] Stats.Opt
n,cipherZth,cipherOffset,cutZth,cutOffset,cipherMean,cipherSd,cipher2Mean,cipher2Sd,cutMean,cutSd,cut2Mean,cut2Sd,xyMean,xySd
10,2,3,2,3,-1.13874,0.191182,63.7446,0.898423,-1.13874,0.191182,63.7446,0.898423,2991.03,0.00116847
10,2,3,2,4,1.17487,2.52605,15.0044,7.73387,0.186562,1.77174,65.9021,4.41068,330.504,1.55518
10,2,3,2,5,2.2003,4.30766,23.9073,21.9544,2.46055,6.11421,38.3253,21.6875,331.541,4.87756
10,2,3,2,35,1.45355,3.2043,19.5958,4.00488,1.19381,1.8495,34.1361,2.50065,330.583,0.489354
10,2,3,2,36,2.48647,8.23383,30.2702,48.7399,4.76496,15.9949,75.2669,44.708,335.503,23.7389
10,2,3,2,37,-1.08767,0.560497,10.0388,6.74448,-1.15658,0.703812,65.8175,8.09659,330.454,1.02009
10,2,3,2,38,2.90885,2.05244,18.6064,3.65945,2.1771,2.27797,68.3666,3.19235,325.207,0.111543
10,2,3,2,39,-0.662076,2.27971,21.4322,31.2036,1.80266,3.79687,73.9071,40.6874,333.96,16.4294
10,2,3,3,-1,0.756906,3.9908,14.6628,8.35502,0.858683,4.64711,324.858,1.27856,330.407,1.5861
10,2,3,3,0,2.05667,5.15565,52.3511,8.62972,0.00272578,5.11101,324.999,1.71529,66.217,9.41782
10,2,3,3,1,-0.0619297,0.167142,9.55305,0.24404,0.470096,0.238841,64.7028,0.187802,70.2285,0.338571
10,2,3,3,2,-1.57138,0.343106,7.86109,7.58001,-1.42222,0.437025,67.1022,6.54392,69.1047,3.86365
10,2,3,3,3,-1.32242,1.77973,19.2303,11.7267,-0.950853,4.84636,64.9762,7.13908,334.482,2.67929
10,2,3,3,4,1.03957,5.67892,9.6195,24.4597,2.50906,6.38137,69.2349,13.5131,65.8506,11.4553
10,2,3,3,5,1.42295,1.78292,19.7313,2.79145,1.26048,1.80377,33.5694,1.45959,77.7188,3.20137
10,2,3,3,35,1.06306,1.95279,19.6765,2.80793,0.916467,2.01312,33.2845,1.6661,77.4717,3.33642
10,2,3,3,36,1.4761,4.56145,14.539,11.5861,1.48165,4.19601,66.6362,7.6982,71.3909,3.2879
10,2,3,3,37,0.261097,2.15946,9.64084,6.06729,0.431634,1.41995,64.1799,5.17958,58.1672,2.24539
10,2,3,3,38,-1.02001,0.935167,9.54941,5.10717,-1.03478,1.00817,65.049,3.07896,71.7799,3.15578
10,2,3,3,39,2.90732,4.36438,12.7589,1.97654,-1.4302,0.2611,65.031,2.45336,71.4931,1.4191
10,2,3,4,-1,0.892192,5.22738,53.3957,9.01801,-0.43639,5.18975,324.984,1.7381,67.2589,9.36039
10,2,3,4,0,-1.40887,1.06606,14.1595,2.2344,-2.91548,4.21468e-08,2991.03,nan,64.2358,3.70765
10,2,3,4,1,0.797059,3.27932,16.5979,6.00406,0.0933041,4.27329,330.693,0.458232,77.704,3.94207
10,2,3,4,2,-1.06834,0.665751,8.59947,1.50029,0.473862,1.78303,330.411,0.287671,77.3658,3.17476
10,2,3,4,3,-0.630244,1.31929,15.1917,8.67226,2.58215,3.34176,330.333,1.22691,335.229,0.960016
10,2,3,4,4,2.77239,3.61511,14.638,12.9005,-0.392128,3.33489,330.617,0.741025,78.2554,7.08581
10,2,3,4,5,3.31066,6.29826,18.5022,16.9849,3.75065,6.31395,325.819,1.90893,85.1111,7.71341
10,2,3,4,35,2.38412,5.99373,16.7235,17.5302,2.89187,6.0164,325.637,1.81424,84.1911,7.84172
10,2,3,4,36,3.53303,5.03915,25.0595,15.2461,4.19332,5.13437,332.117,2.90627,83.709,11.3018
10,2,3,4,37,-1.3705,1.50902,10.5217,4.71039,-2.06574,0.16271,330.108,0.374968,39.3254,0.971786
10,2,3,4,38,-0.836444,0.585667,8.28262,1.99946,-0.860759,0.774491,330.232,0.0328695,76.2674,0.525177
10,2,3,4,39,1.43663,7.68205,11.6501,16.709,-1.03624,1.40618,330.684,0.695589,78.345,6.81656
10,2,3,5,-1,-0.827962,1.98427,15.0568,3.74079,-2.91548,4.21468e-08,2991.03,nan,66.0626,5.65517
10,2,3,5,0,-0.539566,0.868167,11.5499,6.84283,-1.00795,0.713067,324.551,0.215559,64.8022,2.58652
10,2,3,5,1,1.24679,8.01918,19.186,16.8792,2.59109,6.30688,325.361,2.04039,38.53,19.7644
10,2,3,5,2,1.86784,0.348979,15.4223,4.19943,-0.228094,0.865268,324.553,0.365449,32.2506,3.64706
10,2,3,5,3,1.85724,0.192824,19.0717,1.62158,-0.947014,0.702288,324.61,0.112359,324.647,0.0401526
10,2,3,5,4,-0.114922,4.84299,18.3187,15.0647,-0.110924,3.7981,325.568,3.58759,35.6713,17.6062
10,2,3,5,5,2.0088,0.83163,14.1167,1.95968,0.419364,0.327763,324.528,0.14569,30.8098,0.106653
10,2,3,5,35,1.60893,1.45823,22.0028,35.9204,0.344994,0.779156,328.945,21.0346,39.112,39.8997
10,2,3,5,36,-1.086,0.687535,8.98198,3.55624,-0.166514,2.77636,324.525,0.129419,29.4191,2.03343
10,2,3,5,37,2.33967,14.2983,34.0993,39.5737,0.258252,8.9576,327.516,14.304,48.0656,33.2862
10,2,3,5,38,3.06406,3.38946,19.8868,2.16755,3.75348,2.88535,325.12,0.262289,34.6229,1.91962
10,2,3,5,39,4.19132,4.42535,23.1667,4.70188,3.72847,2.01973,325.322,0.45872,36.6465,3.28374
10,2,4,0,-1,1.10963,2.9621,20.642,10.625,3.48433,3.19088,325.052,0.598814,66.3634,2.51239
10,2,4,0,0,0.163009,0.148361,11.7886,0.111498,-1.14386,0.123466,324.51,0.00705691,362.589,0.197531
10,2,4,0,1,-1.94093,0.265672,10.0341,8.00875,-1.04257,0.644891,63.1465,3.60832,76.9035,7.38971
10,2,4,0,2,0.366366,3.06133,12.7201,13.3438,2.27439,4.1437,66.4088,4.2579,39.1847,5.9914
10,2,4,0,3,-1.4083,0.230418,11.5679,2.51521,-1.08402,0.513935,64.514,1.1991,75.299,2.49692
10,2,4,0,4,2.5967,2.17742,17.0854,6.23313,2.84227,2.82319,65.0856,2.61203,335.369,0.635386
10,2,4,0,5,-0.406041,2.55093,9.82822,3.553,-1.17249,1.11694,31.9161,3.19844,74.4119,2.61613
10,2,4,0,35,-1.18281,0.615999,10.7269,5.32207,-1.63249,0.421021,34.1166,8.93089,76.5696,8.15505
10,2,4,0,36,-0.897138,0.225181,8.27628,0.308418,-0.308906,0.15363,64.2948,0.116327,37.8864,0.416166
10,2,4,0,37,-0.323587,0.236873,8.40394,1.95768,0.267167,0.961822,64.5448,1.15278,75.703,2.53684
10,2,4,0,38,-0.446354,0.800804,6.232,3.33872,0.24762,1.22282,64.4974,1.27143,76.1899,3.74848
10,2,4,0,39,-0.021278,2.56917,9.23424,5.74249,-0.506988,1.03167,64.9425,4.03808,77.4173,1.74498
10,2,4,1,-1,0.0638247,0.473176,12.3015,2.50269,-1.17106,0.329815,324.536,0.104935,362.911,1.52852
10,2,4,1,0,52.6863,243.788,217.852,974.212,82.1322,399.296,602.446,1332.11,514.885,912.276
10,2,4,1,1,99.3312,456.472,279.543,1199.97,84.812,398.758,363.623,1382.19,324.682,1190.38
10,2,4,1,2,1.94828,1.73528,13.9879,4.75268,2.13225,2.57995,59.6513,3.77899,36.7905,1.77397
10,2,4,1,3,0.240422,2.5174,18.7048,9.80609,1.70732,4.23713,64.6513,2.839,61.1939,3.36565
10,2,4,1,4,1.98002,0.685955,16.3333,5.47559,0.587041,0.131563,64.2997,3.24526,334.368,0.0366146
10,2,4,1,5,54.5341,243.584,220.863,973.77,84.9614,398.73,323.603,1390.3,269.562,963.5
10,2,4,1,35,7.64177,13.316,23.6202,26.4761,3.42055,5.83514,36.6674,15.0711,72.9578,15.6129
10,2,4,1,36,0.73249,2.84753,18.0722,18.7297,2.54623,7.18881,64.9941,7.97788,61.507,8.35348
10,2,4,1,37,-2.01447,0.415484,10.5052,2.30496,0.326641,1.82101,61.7339,2.06481,69.903,2.43507
10,2,4,1,38,0.78891,2.00636,12.6755,6.85809,1.7379,2.78659,66.9546,3.3804,65.3038,2.09655
10,2,4,1,39,18.4678,79.0737,48.957,193.693,17.9921,74.8345,114.016,226.804,118.808,222.948
10,2,4,2,-1,2.38106,1.4435,15.1191,1.04835,-0.746728,0.764579,324.717,0.0857814,324.695,0.0889594
10,2,4,2,0,1.10128,3.80791,10.3267,10.9976,0.822151,4.64396,324.86,1.28167,330.533,0.807424
10,2,4,2,1,4.1076,1.89817,16.5042,2.43793,4.3211,1.5161,66.7713,1.16064,330.688,0.539833
10,2,4,2,2,-1.48943,0.219751,8.05049,2.11508,-1.70066,0.248745,63.4793,1.93933,330.178,0.313203
10,2,4,2,3,0.528399,0.38763,19.4711,1.56435,-1.1121,0.197427,63.9154,0.814924,330.252,0.0873151
10,2,4,2,4,0.617654,1.54853,67.1391,5.11018,0.617654,1.54853,67.1391,5.11018,2991.05,0.0125759
10,2,4,2,5,-0.0390718,2.11892,10.5959,5.31198,0.976565,1.7631,34.2104,2.2699,330.395,0.491546
10,2,4,2,35,1.16774,5.41751,15.32,21.4898,2.22465,6.2041,38.6519,21.6059,331.388,4.44712
10,2,4,2,36,1.00478,1.5637,14.4187,1.53978,1.49246,1.89323,65.9945,2.2057,330.63,0.41182
10,2,4,2,37,-1.57732,0.20921,16.3655,1.70965,-1.12147,0.541062,63.984,0.893729,330.195,0.278387
10,2,4,2,38,2.95953,2.01445,24.8471,2.1173,3.73628,5.16498,67.5137,3.88583,330.842,1.32385
10,2,4,2,39,-0.938247,0.69536,13.4085,3.55109,0.444425,1.32603,65.4913,5.15962,324.659,0.230171
10,2,4,3,-1,2.16976,6.17028,13.6491,18.9985,2.26478,8.11222,325.342,2.58564,331.165,3.04562
10,2,4,3,0,-0.992948,1.01875,44.3449,1.447,-1.04185,0.847121,324.63,0.109197,66.1463,2.40298
10,2,4,3,1,-0.235527,1.4478,11.0859,4.66048,0.818095,0.705243,64.7148,0.186273,67.2373,2.5608
10,2,4,3,2,-1.24666,1.71826,6.95661,5.59639,-0.425926,2.41053,63.526,2.98849,65.66,10.563
10,2,4,3,3,-1.40189,0.646283,23.2121,27.9397,-0.892295,4.83818,67.8369,11.9659,43.2514,15.304
10,2,4,3,4,4.51865,7.09998,15.013,26.1053,2.82789,7.47688,70.6825,17.1724,335.836,4.2139
10,2,4,3,5,5.45572,1.92668,18.9429,2.38024,1.84838,1.22064,34.0092,1.25648,78.3341,3.77582
10,2,4,3,35,4.91337,4.73965,22.196,18.3604,2.45526,6.96536,36.5524,15.6579,81.8403,12.7243
10,2,4,3,36,-0.0212935,2.69838,8.794,10.928,1.2624,3.72066,65.6842,6.79688,59.801,4.78811
10,2,4,3,37,-0.439825,3.45879,14.2721,11.7088,1.26473,2.60058,67.0215,6.57378,76.282,4.27219
10,2,4,3,38,-1.50074,0.409183,8.97822,2.92854,-1.18295,1.17566,64.3774,1.6667,34.9078,3.53664
10,2,4,3,39,0.0331647,1.65439,13.872,12.6397,-0.691646,3.52752,65.5707,5.84868,72.9487,6.89821
10,2,4,4,-1,-0.688221,0.919606,44.6178,1.52914,-1.00461,0.809854,324.622,0.129669,65.6695,2.58818
10,2,4,4,0,-1.44442,0.747986,14.2993,1.8009,-2.91548,4.21468e-08,2991.03,nan,65.4994,4.59528
10,2,4,4,1,1.55007,5.45118,26.0382,28.5999,2.3063,5.3476,331.199,1.71896,83.2667,16.8874
10,2,4,4,2,-1.39196,0.605731,6.23055,2.73309,0.533963,1.70193,330.369,0.284186,77.8256,2.18655
10,2,4,4,3,-0.962336,0.288492,8.52434,4.38545,1.96268,2.87836,330.154,0.247329,36.9836,4.49551
10,2,4,4,4,1.72616,3.54681,17.9539,10.8328,1.33428,5.99941,330.65,0.722096,335.412,1.63746
10,2,4,4,5,1.31166,5.33619,14.0059,12.554,0.625015,3.73473,325.096,1.07283,83.3528,4.13716
10,2,4,4,35,2.69757,6.89027,18.4109,16.9436,2.23359,5.75063,325.649,1.73275,83.9509,4.40064
10,2,4,4,36,4.45327,5.18039,18.4698,10.8053,3.33776,4.4367,330.945,0.782633,44.9602,7.41112
10,2,4,4,37,-0.0348386,0.747354,10.7015,2.40919,-1.87488,0.254284,330.135,0.395492,78.4177,1.6459
10,2,4,4,38,-1.7963,0.381545,5.45401,1.30568,-1.28372,0.94109,330.264,0.0525665,34.9627,2.18373
10,2,4,4,39,-0.420756,0.858944,16.9209,1.65365,-1.26555,0.74409,330.526,0.364293,76.6825,4.45571
10,2,4,5,-1,-1.34568,0.818511,13.5695,1.13086,-2.91548,4.21468e-08,2991.03,nan,63.8828,3.41569
10,2,4,5,0,0.156552,1.19716,9.56937,0.646536,-1.03346,0.624643,324.518,0.0511385,64.8753,0.209499
10,2,4,5,1,1.0002,3.48163,21.9341,9.30771,1.8474,3.33916,325.305,0.72723,37.322,5.96015
10,2,4,5,2,5.22005,9.02558,21.1913,19.2681,5.0405,10.3475,326.167,3.12398,39.3742,18.0845
10,2,4,5,3,-0.569092,0.48326,18.8758,1.27884,-0.861718,0.754652,324.627,0.133566,32.2059,2.37011
10,2,4,5,4,-1.86458,0.376858,4.07913,0.485586,-1.19288,0.464961,324.479,0.0386292,324.51,0.00662034
10,2,4,5,5,-0.178105,0.629645,11.6343,1.55965,0.487836,0.463047,324.586,0.241257,31.4036,2.81994
10,2,4,5,35,-0.153052,0.536236,11.3772,1.31712,0.439891,0.391945,324.557,0.200567,31.0344,2.34251
10,2,4,5,36,-1.08069,1.03561,22.7192,6.44647,-0.198978,2.77333,324.548,0.170515,40.4258,4.34544
10,2,4,5,37,0.244275,3.47708,21.7028,22.4467,-0.574246,5.03426,325.763,5.37198,35.595,21.4167
10,2,4,5,38,0.314639,2.17629,10.5608,1.98543,3.26092,3.30209,325.069,0.294452,33.3386,2.0853
10,2,4,5,39,4.56084,3.87293,30.249,5.47728,4.29126,2.98734,325.55,0.55561,38.1591,9.05555
10,2,5,0,-1,0.0759909,2.5362,17.7172,6.5356,2.96981,2.66628,324.855,0.550833,33.3505,3.06669
10,2,5,0,0,-0.339682,1.52685,11.5864,7.75763,-0.367679,4.00206,324.803,1.29391,407.057,5.21572
10,2,5,0,1,0.43681,6.0196,10.6608,20.1805,0.547069,4.54688,67.333,10.6539,83.0943,6.50195
10,2,5,0,2,0.523835,3.49354,11.5166,11.8762,0.598928,3.37054,66.5149,5.3154,81.9951,4.19205
10,2,5,0,3,-0.876178,2.67629,4.27772,5.74581,-0.162219,3.18677,65.3399,2.35506,81.0212,4.04889
10,2,5,0,4,1.72352,2.7175,21.2537,5.43217,3.24417,2.70926,67.8353,6.85104,81.8502,6.17998
10,2,5,0,5,-0.208433,1.68952,20.76,17.3025,-1.45305,0.88906,38.1932,25.7954,331.253,11.2232
10,2,5,0,35,-0.815908,0.604317,14.236,3.81674,-1.33666,0.786075,31.3195,2.53917,328.766,0.340363
10,2,5,0,36,-0.523438,0.199404,4.94255,0.28606,-0.279483,0.154668,64.2607,0.126385,79.812,0.233857
10,2,5,0,37,-1.26722,0.764971,7.68215,9.00244,0.114024,1.30425,66.0041,6.65501,82.0967,13.9526
10,2,5,0,38,1.21985,4.47562,6.17539,17.8737,0.285254,1.29028,66.9523,10.0122,83.1608,14.9636
10,2,5,0,39,0.597192,1.30678,15.9163,5.21152,-0.0225765,0.997308,66.433,3.8635,80.0638,3.848
10,2,5,1,-1,-0.805832,0.501158,10.2045,1.29387,-1.31467,0.410153,324.555,0.14671,408.138,7.20871
10,2,5,1,0,-0.709069,1.0149,11.833,0.836512,-0.93799,0.836256,324.7,0.0924928,324.706,0.134856
10,2,5,1,1,55.1864,243.299,225.318,972.862,84.3266,398.855,355.927,1383.56,282.817,960.733
10,2,5,1,2,69.7767,330.638,216.799,974.44,85.5324,398.596,349.28,1384.91,325.313,1190.05
10,2,5,1,3,4.01914,7.44343,23.6984,29.3998,4.70216,9.75674,70.3705,19.4081,85.6047,25.3885
10,2,5,1,4,2.72648,3.49051,10.6311,5.8289,0.517628,0.133534,64.3136,3.24539,76.6046,0.745465
10,2,5,1,5,1.18081,6.8844,12.607,17.0109,1.7617,3.64696,32.7376,10.3244,325.372,2.07235
10,2,5,1,35,1.84775,7.96958,18.2541,31.7381,2.0165,4.35341,36.0972,18.6077,326.542,5.48552
10,2,5,1,36,1.18209,4.79182,17.0548,2.85912,1.48203,3.49135,63.6439,4.11749,77.7193,0.813143
10,2,5,1,37,-0.34204,0.637623,12.8195,5.43693,0.465136,1.74394,61.7638,2.1209,75.8595,3.50249
10,2,5,1,38,-1.14812,2.24296,9.13365,4.27454,-0.282658,2.24691,67.2803,4.13288,77.2788,2.7185
10,2,5,1,39,1.42876,3.87078,15.7539,22.8496,3.78964,5.42527,68.6612,7.16311,79.4023,6.72274
10,2,5,2,-1,-1.19566,1.02942,18.6286,29.2725,-0.926314,2.51785,327.047,10.7102,325.914,5.73419
10,2,5,2,0,2.72666,8.66717,30.0279,43.6576,3.08495,12.1577,327.79,9.72179,328.546,12.4456
10,2,5,2,1,3.31008,3.00372,18.1153,10.8346,3.95851,2.53249,67.6052,4.83898,331.279,1.41472
10,2,5,2,2,0.0370554,5.79454,15.026,20.4727,-0.703414,3.55161,69.1701,16.2704,330.79,3.11143
10,2,5,2,3,-0.965041,0.749387,7.52492,1.24586,-1.1133,0.257886,63.7137,0.940776,330.259,0.159927
10,2,5,2,4,2.20759,1.87464,17.391,1.57367,0.857659,1.39509,66.0954,2.46587,330.596,0.470081
10,2,5,2,5,2.53166,6.20542,39.1838,21.4936,2.53166,6.20542,39.1838,21.4936,2991.14,0.366029
10,2,5,2,35,1.29808,1.94837,34.5054,2.45253,1.29808,1.94837,34.5054,2.45253,2991.06,0.0268996
10,2,5,2,36,0.732832,1.37404,12.5746,3.06049,1.67202,1.74024,65.7924,4.14307,330.531,1.0529
10,2,5,2,37,-0.809285,1.00538,3.50844,1.74552,-1.10993,0.531048,64.0678,0.858286,330.122,0.253518
10,2,5,2,38,0.377477,2.10427,15.2422,3.35617,3.01721,2.58383,67.225,3.4124,330.433,0.753059
10,2,5,2,39,1.32538,2.42036,26.3682,4.93883,1.33077,2.68773,64.7138,4.30297,330.856,0.287178
10,2,5,3,-1,3.42668,8.70865,26.0075,33.4912,4.62557,12.537,326.814,7.56792,326.94,9.10142
10,2,5,3,0,0.822639,5.53511,45.0481,12.7817,-0.237694,5.19086,325.178,1.78084,36.1013,11.8367
10,2,5,3,1,-0.358671,1.17209,9.54102,4.18409,0.691437,0.62399,64.7333,0.176374,64.7473,1.06761
10,2,5,3,2,1.21252,2.89899,13.9151,13.3173,-1.40598,0.531201,67.4308,7.02581,66.5218,8.32776
10,2,5,3,3,-0.948141,0.722205,7.55969,1.7369,-1.89707,0.213974,64.3849,1.57314,65.0014,1.978
10,2,5,3,4,3.25231,6.80843,19.2474,25.8379,3.53382,8.18999,71.4606,17.2743,71.1892,13.9006
10,2,5,3,5,1.4173,2.1354,10.1818,3.37686,0.21881,2.20623,32.7007,2.06218,324.788,0.267948
10,2,5,3,35,1.42857,1.65759,10.3901,2.40855,0.745497,2.04781,32.9967,1.6341,324.826,0.262983
10,2,5,3,36,-0.541295,2.54188,22.4601,5.45964,0.540322,3.4984,64.7622,6.48318,66.4542,3.49405
10,2,5,3,37,-1.12301,1.52241,12.3073,11.0669,0.960429,2.82751,65.4385,8.26111,66.3596,5.63216
10,2,5,3,38,-1.54583,0.526567,9.67417,6.39381,-1.14659,1.09899,65.443,3.5918,66.4354,5.39831
10,2,5,3,39,3.26005,12.8268,21.517,44.3458,1.71727,15.3946,73.4935,38.7749,76.5259,41.7428
10,2,5,4,-1,3.55542,8.55761,49.0808,19.0213,2.21074,8.3465,325.815,2.83356,39.7817,17.283
10,2,5,4,0,-1.03636,1.35612,22.1938,15.8619,-2.91548,4.21468e-08,2991.03,nan,33.6296,8.88607
10,2,5,4,1,1.34733,4.03779,14.5587,12.7185,1.79436,4.82518,330.748,0.719749,77.7395,6.33521
10,2,5,4,2,0.321325,0.416955,6.02646,1.56398,0.465787,1.60991,330.404,0.290947,75.2308,2.82998
10,2,5,4,3,-0.467686,0.789033,6.49321,2.80883,1.61661,2.56498,330.181,0.219809,74.4072,0.451929
10,2,5,4,4,1.38491,4.50858,20.5178,21.6159,0.0418122,4.52522,332.316,5.7499,79.9556,15.3845
10,2,5,4,5,1.77221,4.6049,13.9351,12.4422,2.12853,5.73062,325.378,1.67186,329.304,1.04405
10,2,5,4,35,0.754168,3.77622,10.9057,9.71103,1.13617,4.69828,325.125,1.23486,329.402,0.807168
10,2,5,4,36,4.14476,4.65495,22.6665,12.3194,4.37279,3.80849,330.932,0.712966,77.8919,4.65113
10,2,5,4,37,-0.80293,3.74633,12.6493,12.5412,-2.02091,0.238752,330.476,1.07636,74.4349,3.31049
10,2,5,4,38,-1.89503,0.289053,4.36754,6.02387,-1.00377,0.932645,330.481,0.715104,75.0876,4.38641
10,2,5,4,39,0.455349,3.07427,20.3999,12.7654,-1.1712,1.1999,330.656,0.523162,75.6724,3.96277
10,2,5,5,-1,-0.788667,1.51224,19.5927,4.2603,-2.91548,4.21468e-08,2991.03,nan,33.4756,4.34154
10,2,5,5,0,0.00760279,2.94869,13.1581,2.60539,-0.973727,0.673292,324.502,0.043985,30.7329,1.25274
10,2,5,5,1,0.5811,3.56195,15.915,7.33371,0.89467,2.23392,324.8,0.428216,31.9095,4.04915
10,2,5,5,2,-0.940399,2.07077,16.2301,6.58753,0.282332,2.40075,324.68,0.697528,32.862,8.64167
10,2,5,5,3,1.36348,0.263597,16.5585,0.324806,-1.09316,0.291505,324.574,0.00792124,30.7053,0.105887
10,2,5,5,4,-0.727241,0.538334,11.3515,2.29275,-1.24057,0.438511,324.479,0.0376341,29.8463,2.86504
10,2,5,5,5,56.6006,267.343,211.696,862.886,63.9933,304.56,547.618,1069.61,431.642,510.055
10,2,5,5,35,0.816599,0.840901,31.7156,3.29117,0.522225,0.465535,324.589,0.239168,325.286,0.239411
10,2,5,5,36,-1.21367,2.70627,25.3252,12.7197,0.688925,5.76764,324.771,1.23395,33.2224,9.79646
10,2,5,5,37,2.35941,7.50272,18.0068,22.3099,-0.164403,4.92468,325.708,5.36002,37.0269,22.6591
10,2,5,5,38,1.40239,2.45583,18.2356,1.98752,3.93875,2.76668,325.145,0.241509,33.3176,1.70354
10,2,5,5,39,5.21943,0.434298,30.0678,3.67589,3.50449,1.88224,325.267,0.414626,35.7335,5.89308
10,2,35,0,-1,-0.445134,2.17451,16.7671,6.53816,1.89994,2.34701,324.747,0.48511,32.9218,2.93136
10,2,35,0,0,0.0124797,2.0494,13.0509,10.6961,0.562209,5.47816,325.054,1.78845,405.947,0.177553
10,2,35,0,1,-2.02108,0.313729,3.85833,2.11195,-1.78253,0.758273,64.6454,2.2332,80.7905,0.219332
10,2,35,0,2,1.78877,4.22883,15.794,23.6016,2.25949,6.31585,68.3495,12.8541,84.8094,13.2933
10,2,35,0,3,-1.04304,1.91678,5.5557,7.29943,-0.175024,2.31608,65.2195,1.73549,81.2674,5.94421
10,2,35,0,4,1.35249,3.23062,21.1553,5.7735,2.18411,3.45743,67.6148,5.53682,82.7545,5.92849
10,2,35,0,5,-1.00711,1.41484,22.2013,21.3951,-1.58258,0.973868,41.0038,28.6115,331.17,9.60587
10,2,35,0,35,-0.804299,1.2297,17.4484,8.72072,-1.23732,1.16092,33.6168,7.13935,329.065,0.922494
10,2,35,0,36,-0.498168,0.162197,4.84183,0.291524,-0.275949,0.117386,64.3049,0.140081,79.8832,0.324992
10,2,35,0,37,-1.01985,0.630129,5.08185,0.438093,0.468424,0.960533,64.2364,1.11194,79.7463,3.99481
10,2,35,0,38,0.442199,0.538957,2.06716,2.36712,0.285989,1.20979,64.5576,1.26501,80.1253,1.93968
10,2,35,0,39,0.110593,1.21387,13.6684,5.62301,-0.42805,0.904543,64.4009,3.89862,81.8988,3.64518
10,2,35,1,-1,6.11702,32.4363,32.0212,105.55,5.78492,33.5134,336.655,58.1138,420.719,65.4208
10,2,35,1,0,67.8795,331.022,214.817,974.844,81.9734,399.329,602.423,1332.12,562.473,1140.59
10,2,35,1,1,3.43365,4.69529,21.8531,22.966,0.327198,3.31742,70.7413,20.3675,83.035,19.8677
10,2,35,1,2,0.464253,1.8813,12.4515,1.88245,2.40664,2.72637,59.7245,3.97142,76.7534,3.66831
10,2,35,1,3,5.32462,6.72554,17.636,8.67362,4.31084,4.88438,64.8767,2.75221,79.813,6.20821
10,2,35,1,4,2.15138,2.55749,9.72094,4.23277,0.507057,0.158446,63.787,2.37079,76.7103,0.545219
10,2,35,1,5,1.4968,7.01685,17.1502,32.1581,1.96567,4.42408,36.3689,18.4682,326.47,5.39054
10,2,35,1,35,0.826731,6.78733,12.84,19.7573,2.07357,4.4797,33.6115,12.1877,325.662,2.62188
10,2,35,1,36,1.03092,6.14272,19.5453,11.8362,2.27997,7.09177,64.3951,7.92607,79.0022,5.05741
10,2,35,1,37,68.9004,330.808,215.291,974.76,83.3634,399.041,351.101,1384.52,325.307,1190.05
10,2,35,1,38,1.97627,3.30534,14.0033,5.30915,2.29812,2.5769,66.3093,2.54053,78.3186,2.12282
10,2,35,1,39,0.11445,1.20875,9.43199,9.93136,2.46172,2.94701,66.5298,2.65942,77.8077,2.56073
10,2,35,2,-1,-0.839024,0.976382,13.7752,6.91778,-0.15682,3.29868,324.985,1.01899,324.828,0.529007
10,2,35,2,0,1.38526,2.62031,18.0334,8.94543,1.52593,5.56972,325.05,1.52921,324.908,1.02516
10,2,35,2,1,3.31747,2.06625,14.7117,3.15262,4.21665,1.44593,66.695,1.10937,330.966,0.519392
10,2,35,2,2,-1.37365,0.633433,13.6941,22.3502,-1.72437,0.307613,66.0345,12.0407,330.867,2.65263
10,2,35,2,3,-0.821393,0.831688,7.85701,1.33265,-1.05768,0.196498,63.4802,0.92543,330.309,0.162125
10,2,35,2,4,2.27256,1.92985,17.5165,1.73633,0.835448,1.42908,66.1958,2.71053,330.567,0.480543
10,2,35,2,5,3.36134,5.92007,39.6843,21.4078,3.36134,5.92007,39.6843,21.4078,2991.15,0.364443
10,2,35,2,35,3.19905,5.96213,41.2184,23.4468,3.19905,5.96213,41.2184,23.4468,2991.15,0.364099
10,2,35,2,36,-0.321921,1.81931,10.8257,4.57055,0.30942,2.30588,65.857,3.15302,330.818,1.25491
10,2,35,2,37,-1.22033,1.09669,7.06,13.5493,-1.38141,0.661991,65.4369,4.581,330.54,1.95994
