make all && bin/test_stats --gtest_filter=Stats.Opt
mkdir -p `dirname tmp/test_stats.cpp.d`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -MM -MT 'tmp/test_stats.cpp.o' src/test_stats.cpp > tmp/test_stats.cpp.d
mkdir -p `dirname tmp/test_stats.cpp.o`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -c -o tmp/test_stats.cpp.o src/test_stats.cpp
mkdir -p `dirname bin/test_stats`
c++ -pthread -Iinclude -g -O2 -std=c++17 -fPIC -Ilib/googletest-1.8.1/googletest/include -Ilib/googletest-1.8.1/googlemock/include -o bin/test_stats tmp/test_stats.cpp.o tmp/messenger.cpp.o tmp/rng.cpp.o tmp/deck.cpp.o tmp/hello.cpp.o tmp/search.cpp.o tmp/card.cpp.o  lib/libgooglemock-1.8.1.so lib/libgoogletest-1.8.1.so
Note: Google Test filter = Stats.Opt
[==========] Running 1 test from 1 test case.
[----------] Global test environment set-up.
[----------] 1 test from Stats
[ RUN      ] Stats.Opt
n,cipherZth,cipherOffset,cutZth,cutOffset,cipherMean,cipherSd,cipher2Mean,cipher2Sd,cutMean,cutSd,cut2Mean,cut2Sd,xyMean,xySd
41,1,1,2,4,151.954,0.0278995,188.736,0.0988569,151.957,0.0222316,188.842,0.126294,188.844,0.125181
41,1,1,2,5,151.948,0.02079,188.687,0.111552,151.95,0.0280336,188.835,0.139407,188.785,0.133197
41,1,1,2,35,151.962,0.0303738,188.767,0.113213,151.954,0.0275292,188.79,0.159514,188.816,0.099225
41,1,1,2,36,151.96,0.0330815,188.754,0.136693,151.956,0.0221879,188.842,0.169829,188.837,0.116742
41,1,1,2,37,151.957,0.0352028,188.697,0.114939,151.956,0.026362,188.815,0.133433,188.846,0.0832319
41,1,1,2,38,151.96,0.0301148,188.705,0.130146,151.954,0.0258734,188.805,0.13204,188.825,0.118499
41,1,1,2,39,151.948,0.0181214,188.75,0.134684,151.953,0.023349,188.866,0.124463,188.796,0.124608
41,1,1,3,-1,151.958,0.0381165,188.757,0.134847,151.953,0.0223985,241.49,0.105498,188.858,0.143644
41,1,1,3,0,151.948,0.0258904,188.697,0.124478,151.958,0.0304486,241.47,0.0893417,188.882,0.128075
41,1,1,3,1,151.951,0.0288069,188.734,0.140957,151.955,0.0261127,188.866,0.128434,241.578,0.105005
41,1,1,3,2,151.954,0.0240568,188.692,0.106362,151.948,0.0270324,188.833,0.121923,188.84,0.112243
41,1,1,3,3,151.958,0.0299422,188.757,0.102657,151.946,0.0223511,188.835,0.133335,188.839,0.122558
41,1,1,3,4,151.961,0.0261254,188.793,0.172084,151.955,0.0359281,188.833,0.103817,188.848,0.125439
41,1,1,3,5,151.96,0.0279876,188.702,0.108547,151.962,0.0344623,188.838,0.119628,188.86,0.11751
41,1,1,3,35,151.952,0.027678,188.725,0.101019,151.955,0.0265493,188.832,0.162098,188.846,0.166337
41,1,1,3,36,151.95,0.0259863,188.681,0.124325,151.946,0.0237382,188.825,0.128506,188.84,0.153476
41,1,1,3,37,151.961,0.0223407,188.693,0.10709,151.959,0.0344276,188.888,0.165207,188.807,0.155985
41,1,1,3,38,151.949,0.0297566,188.66,0.141691,151.957,0.0258351,188.854,0.16491,188.807,0.12021
41,1,1,3,39,151.962,0.0309247,188.735,0.128743,151.951,0.0195706,188.786,0.135236,188.78,0.0977325
41,1,1,4,-1,151.954,0.0241744,188.734,0.15085,151.954,0.0178346,241.473,0.124773,188.818,0.106094
41,1,1,4,0,151.958,0.0264398,188.696,0.13169,151.952,0.0201904,241.491,0.0902731,188.86,0.151766
41,1,1,4,1,151.948,0.0254179,188.674,0.117444,151.952,0.032801,188.814,0.145431,241.497,0.118712
41,1,1,4,2,151.954,0.0286515,188.703,0.101806,151.948,0.0231913,188.795,0.161728,188.762,0.115656
41,1,1,4,3,151.951,0.0372255,188.711,0.115115,151.949,0.0207504,188.759,0.142666,188.726,0.149236
41,1,1,4,4,151.966,0.0240292,188.694,0.119674,151.949,0.0239481,188.797,0.143425,188.7,0.128921
41,1,1,4,5,151.95,0.0303868,188.702,0.10636,151.961,0.0255796,188.856,0.131985,188.707,0.146302
41,1,1,4,35,151.955,0.0240054,188.702,0.139715,151.961,0.0299191,188.822,0.147746,188.801,0.137795
41,1,1,4,36,151.958,0.0283067,188.72,0.113735,151.954,0.0288097,188.792,0.141095,188.744,0.121283
41,1,1,4,37,151.963,0.0334641,188.74,0.13763,151.945,0.0266731,188.8,0.134261,188.743,0.13634
41,1,1,4,38,151.95,0.0230247,188.697,0.127152,151.961,0.0227672,188.902,0.143165,188.762,0.122722
41,1,1,4,39,151.952,0.0300231,188.723,0.132717,151.954,0.0231538,188.843,0.158927,188.748,0.140693
41,1,1,5,-1,151.955,0.0293886,188.727,0.125266,151.956,0.0332202,241.508,0.0957385,188.822,0.139489
41,1,1,5,0,151.95,0.0285692,188.722,0.175265,151.989,0.0391624,242.048,0.167416,188.846,0.10073
41,1,1,5,1,151.955,0.0342294,188.696,0.143435,151.956,0.0191299,188.846,0.116289,241.531,0.0948313
41,1,1,5,2,151.959,0.0262495,188.739,0.133004,151.967,0.0373883,188.869,0.150931,188.78,0.130705
41,1,1,5,3,151.959,0.0270743,188.705,0.185509,151.953,0.0256967,188.822,0.133135,188.684,0.139201
41,1,1,5,4,151.963,0.0307117,188.749,0.137929,151.952,0.0262782,188.861,0.147317,188.759,0.127089
41,1,1,5,5,151.955,0.0187806,188.674,0.126695,151.961,0.0263221,188.868,0.107968,188.707,0.151604
41,1,1,5,35,151.948,0.0215627,188.721,0.0769306,151.957,0.0285011,188.82,0.106179,188.741,0.130173
41,1,1,5,36,151.968,0.0279894,188.75,0.119169,151.953,0.0239027,188.797,0.122271,188.725,0.131253
41,1,1,5,37,151.95,0.0252399,188.744,0.147931,151.947,0.0270276,188.811,0.0926271,188.72,0.121287
41,1,1,5,38,151.957,0.0322331,188.712,0.127161,151.97,0.0253544,188.863,0.141256,188.746,0.144427
41,1,1,5,39,151.956,0.0284188,188.703,0.130535,151.956,0.0297433,188.837,0.1003,188.774,0.111137
41,1,2,0,-1,151.954,0.032862,188.728,0.115171,151.959,0.0304332,241.505,0.0900523,244.137,0.921189
41,1,2,0,0,151.953,0.0318246,188.723,0.121389,151.951,0.0227139,241.528,0.11278,241.513,0.112446
41,1,2,0,1,151.954,0.0283489,188.655,0.128085,151.945,0.0256538,188.809,0.137117,188.817,0.148348
41,1,2,0,2,151.96,0.025133,188.698,0.104181,151.947,0.0299956,188.801,0.122455,241.544,0.0955834
41,1,2,0,3,151.946,0.0276284,188.708,0.133228,151.958,0.025368,188.801,0.121675,188.859,0.105053
41,1,2,0,4,151.951,0.0271447,188.726,0.120612,151.962,0.0267226,188.839,0.134074,188.852,0.0981702
41,1,2,0,5,151.954,0.0251141,188.75,0.0948282,151.958,0.0259606,188.845,0.128013,188.861,0.109917
41,1,2,0,35,151.956,0.0319564,188.698,0.131436,151.952,0.0189119,188.795,0.153491,188.796,0.130804
41,1,2,0,36,151.958,0.0246287,188.741,0.10969,151.954,0.0213876,188.85,0.125007,188.77,0.146251
41,1,2,0,37,151.946,0.0204002,188.672,0.139735,151.959,0.025907,188.883,0.133756,188.84,0.113243
41,1,2,0,38,151.958,0.0306257,188.707,0.149082,151.956,0.0267454,188.849,0.155355,188.824,0.0990436
41,1,2,0,39,151.954,0.0281151,188.692,0.160513,151.945,0.0265173,188.778,0.127883,188.79,0.146816
41,1,2,1,-1,151.947,0.0283227,188.743,0.153335,151.95,0.0266619,241.505,0.06565,241.503,0.0754311
41,1,2,1,0,151.954,0.0260367,188.731,0.155085,151.948,0.0247537,241.472,0.0962524,241.56,0.113466
41,1,2,1,1,151.949,0.022184,188.648,0.124511,151.955,0.0259017,188.826,0.176341,241.554,0.118593
41,1,2,1,2,151.951,0.0216112,188.818,0.132151,151.951,0.0216112,188.818,0.132151,6365.21,0.0218899
41,1,2,1,3,151.956,0.0221674,188.756,0.123422,151.956,0.0266008,188.802,0.156812,241.573,0.103535
41,1,2,1,4,151.96,0.028444,188.728,0.155063,151.954,0.0261182,188.832,0.122609,241.53,0.113833
41,1,2,1,5,151.954,0.024445,188.73,0.132509,151.956,0.0239348,188.827,0.141717,241.562,0.0966337
41,1,2,1,35,151.954,0.0353069,188.758,0.142762,151.956,0.0286904,188.853,0.115456,241.638,0.111623
41,1,2,1,36,151.954,0.0255684,188.702,0.122771,151.957,0.0247529,188.845,0.128336,241.588,0.122091
41,1,2,1,37,151.957,0.0247293,188.73,0.122988,151.954,0.0237541,188.826,0.135658,241.541,0.0940433
41,1,2,1,38,151.953,0.026492,188.677,0.157261,151.966,0.0316878,188.878,0.102173,241.58,0.104054
41,1,2,1,39,151.95,0.0328217,188.72,0.154682,151.956,0.0270607,188.825,0.113137,241.572,0.110287
41,1,2,2,-1,151.96,0.0304141,188.739,0.158276,151.955,0.0331828,241.525,0.0730232,241.564,0.0958632
41,1,2,2,0,151.944,0.0264545,188.746,0.131664,151.955,0.0295302,241.538,0.107842,188.838,0.156072
41,1,2,2,1,151.955,0.0249155,188.707,0.118469,151.953,0.0238744,188.809,0.131301,188.819,0.0992948
41,1,2,2,2,151.961,0.0258799,188.749,0.146749,151.956,0.0217911,188.868,0.124679,241.629,0.127513
41,1,2,2,3,151.951,0.0283995,188.729,0.121354,151.968,0.0278495,188.873,0.146678,188.824,0.12355
41,1,2,2,4,151.961,0.0335451,188.736,0.122874,151.946,0.0285095,188.838,0.139732,188.876,0.162502
41,1,2,2,5,151.955,0.0292561,188.747,0.139869,151.961,0.0243852,188.804,0.126888,188.859,0.121739
41,1,2,2,35,151.95,0.0281688,188.712,0.133153,151.952,0.0201975,188.862,0.135292,188.799,0.15002
41,1,2,2,36,151.955,0.0377727,188.682,0.121847,151.949,0.0340634,188.808,0.125191,188.836,0.118218
41,1,2,2,37,151.956,0.0192263,188.689,0.122688,151.951,0.0345035,188.835,0.123795,188.844,0.142755
41,1,2,2,38,151.947,0.0240093,188.693,0.134823,151.955,0.0346654,188.798,0.117983,188.822,0.140264
41,1,2,2,39,151.961,0.0322195,188.724,0.133599,151.948,0.0311299,188.795,0.116857,188.772,0.130237
41,1,2,3,-1,151.951,0.0242618,188.776,0.112583,151.96,0.0294183,241.518,0.106871,188.833,0.144232
41,1,2,3,0,151.948,0.0311089,188.66,0.13617,151.955,0.029471,241.503,0.130106,188.844,0.116867
41,1,2,3,1,151.954,0.0214911,188.714,0.0940931,151.955,0.0348587,188.835,0.168709,188.842,0.108353
41,1,2,3,2,151.968,0.0319859,188.758,0.111587,151.955,0.0228415,188.84,0.127359,241.582,0.0919483
41,1,2,3,3,151.961,0.0296757,188.731,0.134735,151.947,0.0187258,188.863,0.117152,188.814,0.130468
41,1,2,3,4,151.96,0.0289187,188.658,0.159786,151.954,0.024092,188.817,0.144914,188.85,0.158485
41,1,2,3,5,151.946,0.0254905,188.702,0.120185,151.955,0.0280292,188.834,0.103034,188.896,0.108287
41,1,2,3,35,151.968,0.031347,188.725,0.119721,151.945,0.0256362,188.843,0.16485,188.809,0.12268
41,1,2,3,36,151.952,0.0199695,188.722,0.11434,151.964,0.0275828,188.879,0.160198,188.816,0.117953
41,1,2,3,37,151.95,0.0244203,188.712,0.1333,151.949,0.0225399,188.787,0.116276,188.847,0.135641
41,1,2,3,38,151.964,0.0254695,188.765,0.0966142,151.954,0.0242761,188.82,0.132557,188.763,0.106072
41,1,2,3,39,151.965,0.0340348,188.73,0.114499,151.954,0.0294054,188.796,0.104241,188.755,0.125749
41,1,2,4,-1,151.958,0.0288882,188.683,0.140128,151.963,0.0333788,241.499,0.094442,188.861,0.103145
41,1,2,4,0,151.951,0.0291699,188.684,0.136788,151.956,0.0281599,241.525,0.0975549,188.855,0.14389
41,1,2,4,1,151.95,0.0262503,188.688,0.0889662,151.964,0.0360487,188.838,0.111086,188.758,0.127781
41,1,2,4,2,151.96,0.0297032,188.722,0.114016,151.952,0.0185465,188.84,0.158311,241.516,0.110625
41,1,2,4,3,151.945,0.0253257,188.665,0.0945718,151.958,0.0291783,188.875,0.128441,188.704,0.144011
41,1,2,4,4,151.96,0.0302313,188.737,0.15809,151.957,0.0258469,188.813,0.169543,188.775,0.134655
41,1,2,4,5,151.945,0.0350752,188.71,0.139491,151.955,0.0237427,188.844,0.145655,188.763,0.0978838
41,1,2,4,35,151.947,0.0300486,188.684,0.111249,151.956,0.0327975,188.826,0.130075,188.772,0.0853369
41,1,2,4,36,151.944,0.0330785,188.706,0.147038,151.961,0.0319817,188.872,0.128712,188.757,0.112683
41,1,2,4,37,151.944,0.0167464,188.661,0.142381,151.953,0.0285043,188.823,0.152252,188.766,0.106917
41,1,2,4,38,151.961,0.0296485,188.705,0.145431,151.951,0.02426,188.818,0.118526,188.782,0.128676
41,1,2,4,39,151.96,0.0267399,188.717,0.10778,151.954,0.0316183,188.844,0.123956,188.755,0.0972031
41,1,2,5,-1,151.944,0.0216421,188.669,0.1267,151.974,0.031511,241.531,0.115124,188.806,0.165541
41,1,2,5,0,151.957,0.032915,188.705,0.11374,151.989,0.0351756,242.195,0.189009,188.845,0.106619
41,1,2,5,1,151.956,0.0248821,188.718,0.120784,151.954,0.0287922,188.866,0.157017,188.758,0.118396
41,1,2,5,2,151.958,0.0459343,188.716,0.145484,151.964,0.0282391,188.831,0.110921,241.546,0.110519
41,1,2,5,3,151.959,0.0327169,188.737,0.137094,151.954,0.0289381,188.847,0.158858,188.756,0.101433
41,1,2,5,4,151.949,0.0308693,188.738,0.118645,151.946,0.0295727,188.78,0.147038,188.769,0.124363
41,1,2,5,5,151.961,0.0238222,188.727,0.152632,151.948,0.0293046,188.801,0.134775,188.745,0.135213
41,1,2,5,35,151.952,0.0330599,188.716,0.138592,151.963,0.0298969,188.846,0.137736,188.759,0.12817
41,1,2,5,36,151.95,0.0267245,188.737,0.113818,151.956,0.0322465,188.836,0.117262,188.775,0.13425
41,1,2,5,37,151.946,0.023291,188.731,0.126629,151.96,0.0278878,188.853,0.0800009,188.761,0.10016
41,1,2,5,38,151.953,0.027921,188.714,0.0921968,151.953,0.0209948,188.815,0.110178,188.786,0.0865897
41,1,2,5,39,151.957,0.0275535,188.731,0.147341,151.952,0.0226451,188.853,0.149456,188.747,0.108261
41,1,3,0,-1,151.955,0.0240885,188.7,0.160864,151.962,0.0204605,241.496,0.109876,244.15,0.740964
41,1,3,0,0,151.97,0.0285004,188.747,0.136525,151.96,0.0347221,241.481,0.112399,241.513,0.139421
41,1,3,0,1,151.948,0.0267607,188.69,0.11388,151.954,0.0307528,188.83,0.1274,188.802,0.106166
41,1,3,0,2,151.962,0.0280829,188.714,0.157975,151.953,0.0272372,188.843,0.143452,188.795,0.129847
41,1,3,0,3,151.953,0.0249956,188.77,0.117745,151.954,0.0292664,188.854,0.136212,241.603,0.114659
41,1,3,0,4,151.954,0.0284502,188.742,0.157501,151.948,0.0289189,188.873,0.133323,188.825,0.0983392
41,1,3,0,5,151.95,0.023723,188.681,0.113521,151.953,0.027422,188.853,0.111408,188.804,0.134489
41,1,3,0,35,151.96,0.0226348,188.704,0.12443,151.946,0.0279859,188.792,0.141214,188.83,0.135791
41,1,3,0,36,151.97,0.0340787,188.729,0.12006,151.956,0.0211865,188.8,0.143139,188.827,0.105771
41,1,3,0,37,151.949,0.0206586,188.696,0.126768,151.959,0.0297751,188.84,0.13434,188.85,0.148076
41,1,3,0,38,151.963,0.0269518,188.681,0.0947107,151.961,0.0278696,188.818,0.125224,188.884,0.124456
41,1,3,0,39,151.95,0.0264429,188.7,0.119126,151.942,0.0255025,188.82,0.10937,188.829,0.163544
41,1,3,1,-1,151.957,0.0255547,188.7,0.15668,151.963,0.0316775,241.516,0.115301,241.516,0.129556
41,1,3,1,0,151.957,0.0240549,188.701,0.11062,151.957,0.0323995,241.482,0.0996761,241.569,0.12416
41,1,3,1,1,151.956,0.0218123,188.687,0.0900517,151.958,0.0291271,188.832,0.151422,241.555,0.0922944
41,1,3,1,2,151.953,0.0332626,188.729,0.11462,151.962,0.0225933,188.862,0.122116,241.579,0.105717
41,1,3,1,3,151.954,0.0387273,188.827,0.112506,151.954,0.0387273,188.827,0.112506,6365.21,0.0392291
41,1,3,1,4,151.95,0.0158515,188.678,0.141869,151.961,0.0345749,188.853,0.163689,241.595,0.112259
41,1,3,1,5,151.95,0.0299042,188.711,0.152055,151.962,0.0329735,188.802,0.152148,241.597,0.100284
41,1,3,1,35,151.949,0.0255407,188.688,0.13931,151.95,0.0204124,188.84,0.11778,241.562,0.118478
41,1,3,1,36,151.95,0.031794,188.667,0.124072,151.949,0.0302227,188.837,0.127033,241.563,0.0744193
41,1,3,1,37,151.947,0.0204526,188.699,0.149435,151.978,0.0296418,188.886,0.155471,241.604,0.0952414
41,1,3,1,38,151.952,0.0237212,188.764,0.126872,151.958,0.0294416,188.851,0.137457,241.583,0.0948374
41,1,3,1,39,151.955,0.024812,188.687,0.121289,151.95,0.0252761,188.773,0.130112,241.563,0.106202
41,1,3,2,-1,151.951,0.0351074,188.747,0.148321,151.958,0.0283679,241.514,0.097495,241.588,0.084014
41,1,3,2,0,151.954,0.0291016,188.718,0.170144,151.955,0.0295443,241.493,0.127807,188.781,0.12847
41,1,3,2,1,151.951,0.0277811,188.714,0.118273,151.952,0.0271223,188.859,0.121727,188.783,0.120234
41,1,3,2,2,151.952,0.0267163,188.67,0.122614,151.96,0.0263093,188.814,0.116519,188.818,0.119547
41,1,3,2,3,151.95,0.0259347,188.658,0.143714,151.953,0.0251892,188.831,0.169966,241.571,0.0985558
41,1,3,2,4,151.95,0.0266395,188.688,0.137462,151.95,0.0219293,188.832,0.160093,188.842,0.113659
41,1,3,2,5,151.957,0.0322037,188.739,0.13924,151.944,0.0248977,188.784,0.137291,188.849,0.166679
41,1,3,2,35,151.957,0.0204202,188.738,0.130782,151.958,0.0347152,188.849,0.13896,188.814,0.160408
41,1,3,2,36,151.963,0.035618,188.709,0.143679,151.943,0.021779,188.892,0.122117,188.826,0.135999
41,1,3,2,37,151.959,0.0230013,188.719,0.127487,151.954,0.0261513,188.836,0.126933,188.857,0.0963631
41,1,3,2,38,151.953,0.0322872,188.711,0.0985252,151.942,0.0235364,188.783,0.139289,188.806,0.142292
41,1,3,2,39,151.958,0.0239442,188.696,0.135524,151.951,0.0231986,188.766,0.104528,188.826,0.117367
41,1,3,3,-1,151.961,0.0277457,188.752,0.154486,151.959,0.0189842,241.492,0.108242,188.848,0.13376
41,1,3,3,0,151.961,0.0273541,188.65,0.142236,151.948,0.0276924,241.493,0.097391,188.829,0.146106
41,1,3,3,1,151.957,0.0302169,188.701,0.156009,151.953,0.0242525,188.832,0.124733,188.827,0.119021
41,1,3,3,2,151.96,0.0230984,188.683,0.120459,151.965,0.0340681,188.837,0.154929,188.822,0.151408
41,1,3,3,3,151.947,0.0219843,188.702,0.114829,151.951,0.0306754,188.782,0.149152,241.562,0.0731107
41,1,3,3,4,151.956,0.0222594,188.67,0.128018,151.961,0.0262495,188.885,0.177441,188.82,0.133986
41,1,3,3,5,151.95,0.0253088,188.718,0.100385,151.951,0.0251692,188.862,0.149988,188.855,0.0980066
41,1,3,3,35,151.956,0.0274837,188.715,0.14062,151.954,0.0287513,188.832,0.178175,188.874,0.160846
41,1,3,3,36,151.961,0.0258609,188.713,0.136991,151.947,0.0158362,188.825,0.14994,188.851,0.119665
41,1,3,3,37,151.96,0.0229457,188.702,0.116306,151.949,0.0216079,188.867,0.121283,188.758,0.135275
41,1,3,3,38,151.963,0.0286941,188.758,0.127858,151.963,0.0315318,188.887,0.1808,188.857,0.135376
41,1,3,3,39,151.952,0.0169779,188.711,0.132565,151.955,0.0356887,188.833,0.12266,188.855,0.139336
41,1,3,4,-1,151.944,0.0261851,188.695,0.125052,151.955,0.0192152,241.506,0.0670035,188.827,0.126231
41,1,3,4,0,151.941,0.0257273,188.706,0.136272,151.965,0.0319673,241.512,0.102161,188.821,0.0969584
41,1,3,4,1,151.96,0.0284701,188.692,0.127055,151.961,0.0370619,188.822,0.128347,188.75,0.137243
41,1,3,4,2,151.957,0.0275034,188.72,0.130167,151.954,0.0264943,188.833,0.111429,188.756,0.138484
41,1,3,4,3,151.964,0.0336908,188.717,0.115812,151.95,0.0285869,188.835,0.117477,241.496,0.0842351
41,1,3,4,4,151.959,0.0273215,188.701,0.137645,151.956,0.0304716,188.8,0.122628,188.791,0.124288
41,1,3,4,5,151.964,0.0309754,188.72,0.126964,151.958,0.0217862,188.805,0.156203,188.769,0.134248
41,1,3,4,35,151.963,0.0325895,188.73,0.124675,151.959,0.0303229,188.742,0.133122,188.75,0.13968
41,1,3,4,36,151.962,0.0259377,188.691,0.148394,151.964,0.0276864,188.819,0.125866,188.801,0.105496
41,1,3,4,37,151.957,0.0322068,188.712,0.0961879,151.96,0.0311703,188.858,0.125577,188.791,0.126627
41,1,3,4,38,151.953,0.0316182,188.762,0.106461,151.952,0.0245594,188.763,0.133484,188.731,0.123401
41,1,3,4,39,151.964,0.0271469,188.731,0.153596,151.957,0.0254666,188.852,0.120343,188.752,0.130002
41,1,3,5,-1,151.95,0.0269939,188.718,0.111648,151.96,0.0269898,241.508,0.118649,188.868,0.10064
41,1,3,5,0,151.948,0.0260646,188.738,0.141792,151.987,0.0405226,242.121,0.171101,188.836,0.152202
41,1,3,5,1,151.956,0.0245713,188.694,0.124832,151.953,0.0252714,188.835,0.152609,188.731,0.068056
41,1,3,5,2,151.953,0.0278728,188.698,0.132309,151.957,0.0306281,188.828,0.129161,188.727,0.141702
41,1,3,5,3,151.949,0.0238606,188.698,0.125348,151.96,0.0295118,188.83,0.125277,241.515,0.0915417
41,1,3,5,4,151.95,0.0211891,188.677,0.1437,151.952,0.0253342,188.803,0.119563,188.747,0.0931819
41,1,3,5,5,151.956,0.027462,188.692,0.143818,151.96,0.0248582,188.872,0.12082,188.795,0.131721
41,1,3,5,35,151.955,0.0226479,188.707,0.130983,151.959,0.0367703,188.834,0.143237,188.741,0.12717
41,1,3,5,36,151.948,0.0223947,188.708,0.130206,151.962,0.0240991,188.847,0.100079,188.724,0.120895
41,1,3,5,37,151.952,0.0203859,188.728,0.116586,151.953,0.0283257,188.86,0.135051,188.743,0.120881
41,1,3,5,38,151.959,0.0270875,188.745,0.168968,151.958,0.0320577,188.848,0.139985,188.762,0.124962
41,1,3,5,39,151.965,0.0378122,188.767,0.121727,151.949,0.0292552,188.859,0.13423,188.744,0.097971
41,1,4,0,-1,151.958,0.0257099,188.725,0.160985,151.95,0.0242869,241.509,0.111918,243.941,0.87593
41,1,4,0,0,151.956,0.0307989,188.743,0.135599,151.943,0.0285716,241.455,0.102417,241.532,0.123748
41,1,4,0,1,151.956,0.0257792,188.673,0.104753,151.952,0.0227778,188.824,0.14089,188.84,0.118817
41,1,4,0,2,151.949,0.0293063,188.685,0.133239,151.942,0.0261621,188.803,0.134064,188.871,0.102285
41,1,4,0,3,151.957,0.0303626,188.69,0.0932328,151.961,0.0291209,188.851,0.133948,188.817,0.133172
41,1,4,0,4,151.968,0.0397074,188.765,0.143125,151.965,0.0231798,188.849,0.151601,241.626,0.120665
41,1,4,0,5,151.943,0.0267788,188.717,0.106515,151.957,0.0307461,188.827,0.130917,188.82,0.140909
41,1,4,0,35,151.948,0.0292643,188.713,0.122724,151.949,0.025335,188.853,0.0997687,188.827,0.135886
41,1,4,0,36,151.954,0.0238803,188.694,0.12512,151.955,0.0276572,188.768,0.114712,188.821,0.109915
41,1,4,0,37,151.962,0.0288754,188.682,0.148437,151.965,0.0258914,188.849,0.118397,188.815,0.149399
41,1,4,0,38,151.961,0.033906,188.699,0.125217,151.955,0.0341076,188.868,0.133052,188.851,0.136793
41,1,4,0,39,151.958,0.0250844,188.712,0.117491,151.952,0.0240036,188.845,0.15216,188.774,0.126725
41,1,4,1,-1,151.965,0.0299615,188.737,0.146733,151.954,0.0237965,241.51,0.0802244,241.542,0.0835073
41,1,4,1,0,151.956,0.0340186,188.663,0.159778,151.945,0.0271228,241.449,0.101906,241.581,0.102425
41,1,4,1,1,151.963,0.0352673,188.699,0.177054,151.947,0.026117,188.802,0.117606,241.556,0.114608
41,1,4,1,2,151.949,0.0275618,188.678,0.0959791,151.95,0.0301046,188.795,0.12573,241.572,0.115822
41,1,4,1,3,151.952,0.0265041,188.693,0.0913994,151.955,0.0301348,188.815,0.127686,241.582,0.121443
41,1,4,1,4,151.966,0.0234672,188.813,0.146433,151.966,0.0234672,188.813,0.146433,6365.22,0.0237719
41,1,4,1,5,151.95,0.0289288,188.714,0.136618,151.952,0.0371284,188.829,0.139923,241.566,0.0981915
41,1,4,1,35,151.952,0.0294502,188.733,0.133136,151.962,0.0253948,188.845,0.130149,241.606,0.094949
41,1,4,1,36,151.95,0.0228958,188.734,0.113179,151.957,0.0289529,188.834,0.128933,241.578,0.0995007
41,1,4,1,37,151.961,0.0339745,188.726,0.17278,151.961,0.0231003,188.831,0.128299,241.611,0.0851012
41,1,4,1,38,151.968,0.0306665,188.761,0.153805,151.957,0.0273006,188.787,0.131337,241.583,0.0844021
41,1,4,1,39,151.964,0.0238108,188.716,0.112058,151.956,0.0288704,188.808,0.127551,241.599,0.128014
41,1,4,2,-1,151.95,0.0304176,188.676,0.11185,151.955,0.0336512,241.523,0.111949,241.577,0.0948603
41,1,4,2,0,151.967,0.0315799,188.754,0.154805,151.951,0.0234578,241.502,0.0948258,188.844,0.13999
41,1,4,2,1,151.962,0.0275683,188.699,0.130644,151.953,0.0300073,188.824,0.127589,188.813,0.151698
41,1,4,2,2,151.957,0.0326392,188.725,0.133471,151.953,0.0231718,188.794,0.129596,188.876,0.131891
41,1,4,2,3,151.961,0.0283982,188.693,0.118553,151.96,0.0185737,188.814,0.170943,188.906,0.123322
41,1,4,2,4,151.961,0.0286483,188.684,0.118272,151.963,0.0260635,188.869,0.108995,241.58,0.099191
41,1,4,2,5,151.959,0.0251645,188.689,0.159569,151.962,0.0340495,188.857,0.124614,188.858,0.136464
41,1,4,2,35,151.95,0.0294373,188.659,0.128367,151.95,0.0262841,188.857,0.130901,188.835,0.136783
41,1,4,2,36,151.958,0.0281772,188.697,0.159174,151.959,0.026349,188.794,0.1296,188.825,0.141597
41,1,4,2,37,151.949,0.0149907,188.715,0.150537,151.961,0.0265399,188.815,0.125712,188.857,0.151185
41,1,4,2,38,151.948,0.0282407,188.69,0.144721,151.962,0.0234661,188.836,0.118893,188.716,0.116718
41,1,4,2,39,151.95,0.0265644,188.703,0.105502,151.958,0.0275238,188.847,0.137254,188.841,0.145351
41,1,4,3,-1,151.955,0.023511,188.743,0.131625,151.966,0.0294955,241.529,0.132467,188.777,0.129338
41,1,4,3,0,151.954,0.022151,188.723,0.117951,151.951,0.0240638,241.54,0.122225,188.859,0.116968
41,1,4,3,1,151.943,0.0218581,188.614,0.11754,151.946,0.0198304,188.824,0.140466,188.788,0.176581
41,1,4,3,2,151.961,0.0261858,188.709,0.1291,151.963,0.0260358,188.841,0.122537,188.877,0.116869
41,1,4,3,3,151.959,0.0246217,188.705,0.153697,151.953,0.0263222,188.844,0.133804,188.855,0.132985
41,1,4,3,4,151.958,0.0289287,188.69,0.140038,151.945,0.0264613,188.795,0.0836305,241.542,0.0842169
41,1,4,3,5,151.954,0.0230587,188.723,0.133965,151.953,0.0278709,188.845,0.16193,188.908,0.170307
41,1,4,3,35,151.955,0.023137,188.694,0.099332,151.958,0.0355332,188.819,0.145122,188.839,0.106876
41,1,4,3,36,151.954,0.0298382,188.705,0.145486,151.953,0.0257367,188.877,0.122731,188.732,0.125575
